食品番号,索引番号,食品名,廃棄率(%),エネルギー(kcal),水分(g),たんぱく質(g),脂質(g),炭水化物(g),食物繊維総量(g),ナトリウム(mg),カリウム(mg),カルシウム(mg),マグネシウム(mg),リン(mg),鉄(mg),亜鉛(mg),銅(mg),マンガン(mg),ヨウ素(μg),セレン(μg),クロム(μg),モリブデン(μg),レチノール(μg),αーカロテン(μg),βーカロテン(μg),βークリプトキサンチン(μg),βーカロテン当量(μg),レチノール活性当量(μg),ビタミンD(μg),αートコフェロール(mg),βートコフェロール(mg),γートコフェロール(mg),δートコフェロール(mg),ビタミンK(μg),ビタミンB1(mg),ビタミンB2(mg),ナイアシン当量(mg),ビタミンB6(mg),ビタミンB12(μg),葉酸(μg),パントテン酸(mg),ビオチン(μg),ビタミンC(mg),食塩相当量g,備考
6116,590,ズッキーニ　果実　生,4,16,94.9,1.3,0.1,2.8,1.3,1.0,320.0,24.0,25.0,37.0,0.5,0.4,0.07,0.15,0.0,0.0,1.0,6.0,0.0,0.0,310.0,10.0,320.0,27.0,0.0,0.4,0.0,0.4,0.0,35.0,0.05,0.05,0.6,0.09,0.0,36.0,0.22,2.7,20.0,0.0,"別名： つるなしかぼちゃ
廃棄部位： 両端
硝酸イオン： 0.1 g"
6117,591,せり　茎葉　生,30,17,93.4,2.0,0.1,3.3,2.5,19.0,410.0,34.0,24.0,51.0,1.6,0.3,0.15,1.24,0.0,0.0,0.0,0.0,0.0,0.0,1900.0,20.0,1900.0,160.0,0.0,0.7,0.1,0.8,0.0,160.0,0.04,0.13,1.7,0.11,0.0,110.0,0.42,0.0,20.0,0.0,"別名： かわな
廃棄部位： 根及び株元
硝酸イオン： 0 g"
6118,592,せり　茎葉　ゆで,15,17,93.6,2.1,0.1,3.4,2.8,8.0,190.0,38.0,19.0,40.0,1.3,0.2,0.1,1.3,0.0,0.0,0.0,0.0,0.0,0.0,1700.0,19.0,1700.0,150.0,0.0,0.6,0.1,1.0,0.0,160.0,0.02,0.06,1.1,0.07,0.0,61.0,0.32,0.0,10.0,0.0,"別名： かわな
根を除いたもの
廃棄部位： 株元
ゆでた後水冷し、手搾りしたもの
硝酸イオン： 0 g"
6119,593,セロリ　葉柄　生,35,12,94.7,0.4,0.1,3.6,1.5,28.0,410.0,39.0,9.0,39.0,0.2,0.2,0.03,0.11,1.0,0.0,0.0,2.0,0.0,0.0,44.0,0.0,44.0,4.0,0.0,0.2,0.0,0.0,0.0,10.0,0.03,0.03,0.1,0.08,0.0,29.0,0.26,1.2,7.0,0.1,"別名： セロリー、セルリー、オランダみつば
廃棄部位： 株元、葉身及び表皮
硝酸イオン： 0.2 g"
6120,594,ぜんまい　生ぜんまい　若芽　生,15,27,90.9,1.7,0.1,6.6,3.8,2.0,340.0,10.0,17.0,37.0,0.6,0.5,0.15,0.4,0.0,0.0,0.0,0.0,0.0,42.0,500.0,14.0,530.0,44.0,0.0,0.6,0.0,0.1,0.0,34.0,0.02,0.09,1.8,0.05,0.0,210.0,0.64,0.0,24.0,0.0,"廃棄部位： 株元及び裸葉
硝酸イオン： 0 g"
6121,595,ぜんまい　生ぜんまい　若芽　ゆで,0,17,94.2,1.1,0.4,4.1,3.5,2.0,38.0,19.0,9.0,20.0,0.3,0.4,0.1,0.22,0.0,0.0,0.0,0.0,0.0,21.0,420.0,9.0,430.0,36.0,0.0,0.5,0.0,0.1,0.0,34.0,0.01,0.05,0.9,0.0,0.0,59.0,0.12,0.0,2.0,0.0,"株元及び裸葉を除いたもの
ゆでた後水冷し、水切りしたもの
硝酸イオン： 0 g"
6122,596,ぜんまい　干しぜんまい　干し若芽　乾,0,277,8.5,14.6,0.6,70.8,34.8,25.0,2200.0,150.0,140.0,200.0,7.7,4.6,1.2,3.34,0.0,0.0,0.0,0.0,0.0,29.0,680.0,37.0,710.0,59.0,0.0,1.4,0.0,0.4,0.0,120.0,0.1,0.41,11.0,0.02,0.0,99.0,3.1,0.0,0.0,0.1,硝酸イオン： 0 g
6123,597,ぜんまい　干しぜんまい　干し若芽　ゆで,0,25,91.2,1.7,0.1,6.8,5.2,2.0,19.0,20.0,9.0,16.0,0.4,0.3,0.14,0.2,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,15.0,1.0,0.0,0.2,0.0,0.0,0.0,20.0,0.0,0.01,0.4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,硝酸イオン： 0 g
6124,598,そらまめ　未熟豆　生,25,102,72.3,10.9,0.2,15.5,2.6,1.0,440.0,22.0,36.0,220.0,2.3,1.4,0.39,0.21,0.0,0.0,0.0,150.0,0.0,2.0,240.0,0.0,240.0,20.0,0.0,0.0,0.0,1.3,0.0,18.0,0.3,0.2,2.9,0.17,0.0,120.0,0.46,6.9,23.0,0.0,"廃棄部位： 種皮
廃棄率： さや入りの場合 80 %
硝酸イオン： 0 g"
6125,599,そらまめ　未熟豆　ゆで,25,103,71.3,10.5,0.2,16.9,4.0,4.0,390.0,22.0,38.0,230.0,2.1,1.9,0.33,0.38,0.0,0.0,0.0,0.0,0.0,0.0,210.0,0.0,210.0,18.0,0.0,0.0,0.0,1.2,0.0,19.0,0.22,0.18,2.5,0.13,0.0,120.0,0.39,0.0,18.0,0.0,"廃棄部位： 種皮
廃棄率： さや入りの場合 80 %
硝酸イオン： (0) g"
6126,600,タアサイ　葉　生,6,12,94.3,1.3,0.2,2.2,1.9,29.0,430.0,120.0,23.0,46.0,0.7,0.5,0.05,0.38,0.0,0.0,0.0,0.0,0.0,0.0,2200.0,27.0,2200.0,180.0,0.0,1.5,0.0,0.0,0.0,220.0,0.05,0.09,1.4,0.12,0.0,65.0,0.19,0.0,31.0,0.1,"別名： ひさごな、ゆきな、タァサイ、ターサイ、ターツァイ、きさらぎな
廃棄部位： 株元
硝酸イオン： 0.7 g"
6127,601,タアサイ　葉　ゆで,6,11,95.0,1.1,0.2,2.3,2.1,23.0,320.0,110.0,18.0,43.0,0.6,0.4,0.04,0.32,0.0,0.0,0.0,0.0,0.0,0.0,2400.0,32.0,2400.0,200.0,0.0,1.7,0.0,0.0,0.0,230.0,0.02,0.03,0.8,0.05,0.0,42.0,0.09,0.0,14.0,0.1,"別名： ひさごな、ゆきな、タァサイ、ターサイ、ターツァイ、きさらぎな
廃棄部位： 株元
ゆでた後水冷し、手搾りしたもの
硝酸イオン： 0.5 g"
6128,602,（だいこん類）　かいわれだいこん　芽ばえ　生,0,21,93.4,2.1,0.5,3.3,1.9,5.0,99.0,54.0,33.0,61.0,0.5,0.3,0.03,0.35,12.0,0.0,0.0,6.0,0.0,0.0,1900.0,0.0,1900.0,160.0,0.0,2.1,0.1,0.5,0.0,200.0,0.08,0.13,2.0,0.23,0.0,96.0,0.29,5.6,47.0,0.0,"別名： かいわれ
茎基部約1 cmを除去したもの
硝酸イオン： 0.1 g"
6129,603,（だいこん類）　葉だいこん　葉　生,20,17,92.6,2.0,0.2,3.3,2.6,41.0,340.0,170.0,25.0,43.0,1.4,0.4,0.05,0.23,0.0,0.0,0.0,0.0,0.0,0.0,2300.0,15.0,2300.0,190.0,0.0,1.5,0.0,0.0,0.0,220.0,0.07,0.15,1.2,0.22,0.0,130.0,0.39,0.0,49.0,0.1,"試料： 水耕栽培品
廃棄部位： 株元及び根
硝酸イオン： 0.4 g"
6130,604,（だいこん類）　だいこん　葉　生,10,23,90.6,2.2,0.1,5.3,4.0,48.0,400.0,260.0,22.0,52.0,3.1,0.3,0.04,0.27,0.0,0.0,0.0,0.0,0.0,0.0,3900.0,0.0,3900.0,330.0,0.0,3.8,0.0,0.1,0.0,270.0,0.09,0.16,1.3,0.18,0.0,140.0,0.26,0.0,53.0,0.1,"廃棄部位： 葉柄基部
硝酸イオン： 0.2 g"
6131,605,（だいこん類）　だいこん　葉　ゆで,0,24,91.3,2.2,0.1,5.4,3.6,28.0,180.0,220.0,22.0,62.0,2.2,0.2,0.03,0.25,0.0,0.0,0.0,0.0,0.0,0.0,4400.0,0.0,4400.0,370.0,0.0,4.9,0.0,0.0,0.0,340.0,0.01,0.06,0.9,0.1,0.0,54.0,0.11,0.0,21.0,0.1,"葉柄基部を除いたもの
ゆでた後水冷し、手搾りしたもの
硝酸イオン： 0.1 g"
6132,606,（だいこん類）　だいこん　根　皮つき　生,10,15,94.6,0.5,0.1,4.1,1.4,19.0,230.0,24.0,10.0,18.0,0.2,0.2,0.02,0.04,3.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.4,0.04,0.0,34.0,0.12,0.3,12.0,0.0,"廃棄部位： 根端及び葉柄基部
硝酸イオン： 0.1 g"
6133,607,（だいこん類）　だいこん　根　皮つき　ゆで,0,15,94.4,0.4,0.0,4.5,1.6,14.0,210.0,24.0,9.0,18.0,0.2,0.2,0.02,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.3,0.03,0.0,38.0,0.1,0.0,9.0,0.0,"根端及び葉柄基部を除いたもの
硝酸イオン： 0.2 g"
6134,608,（だいこん類）　だいこん　根　皮なし　生,15,15,94.6,0.4,0.1,4.1,1.3,17.0,230.0,23.0,10.0,17.0,0.2,0.1,0.02,0.04,3.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.3,0.05,0.0,33.0,0.11,0.3,11.0,0.0,"廃棄部位： 根端、葉柄基部及び皮
硝酸イオン： 0.2 g"
6367,609,（だいこん類）　だいこん　根　皮なし　生　おろし,0,25,90.5,0.6,0.2,8.0,5.1,30.0,190.0,63.0,23.0,19.0,0.3,0.3,0.02,0.06,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.3,0.04,0.0,23.0,0.07,0.4,7.0,0.1,"全体に対する割合18 %
硝酸イオン： 0.2 g"
6368,610,（だいこん類）　だいこん　根　皮なし　生　おろし汁,0,12,96.5,0.3,0.0,2.7,0.1,21.0,140.0,14.0,9.0,13.0,0.1,0.1,0.01,0.01,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.2,0.03,0.0,21.0,0.07,0.2,7.0,0.1,"全体に対する割合82 %
硝酸イオン： 0.2 g"
6369,611,（だいこん類）　だいこん　根　皮なし　生　おろし水洗い,0,23,91.4,0.6,0.1,7.2,4.7,25.0,170.0,57.0,21.0,16.0,0.2,0.2,0.01,0.06,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.2,0.03,0.0,19.0,0.05,0.4,6.0,0.1,"全体に対する割合20 %
硝酸イオン： 0.2 g"
6135,612,（だいこん類）　だいこん　根　皮なし　ゆで,0,15,94.8,0.5,0.1,4.0,1.7,12.0,210.0,25.0,10.0,14.0,0.2,0.1,0.01,0.05,3.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.3,0.04,0.0,33.0,0.08,0.3,9.0,0.0,"根端、葉柄基部及び皮を除いたもの
硝酸イオン： 0.1 g"
6136,613,（だいこん類）　切干しだいこん　乾,0,280,8.4,9.7,0.8,69.7,21.3,210.0,3500.0,500.0,160.0,220.0,3.1,2.1,0.13,0.74,20.0,2.0,3.0,29.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.2,6.1,0.29,0.0,210.0,1.24,5.9,28.0,0.5,硝酸イオン： 2.9 g
6334,614,（だいこん類）　切干しだいこん　ゆで,0,13,94.6,0.9,0.1,4.1,3.7,4.0,62.0,60.0,14.0,10.0,0.4,0.2,0.02,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.2,0.01,0.0,7.0,0.04,0.0,0.0,0.0,"水もどし後、ゆでた後湯切りしたもの
硝酸イオン： Tr"
6335,615,（だいこん類）　切干しだいこん　油いため,0,78,84.5,1.5,6.0,7.6,5.6,8.0,110.0,91.0,22.0,18.0,0.7,0.3,0.03,0.14,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.9,0.0,1.8,0.1,7.0,0.02,0.02,0.4,0.02,0.0,12.0,0.07,0.0,0.0,0.0,"水もどし後、油いため
植物油（なたね油）
調理による脂質の増減：第1章表14参照
硝酸イオン： Tr"
6388,616,（だいこん類）　漬物　いぶりがっこ,0,76,73.8,1.1,0.3,21.0,7.1,1400.0,350.0,42.0,31.0,77.0,0.4,0.3,0.03,0.47,2.0,1.0,0.0,6.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.02,1.0,0.12,0.0,10.0,0.22,0.5,0.0,3.5,"硝酸イオン：0.2ｇ
食物繊維：AOAC2011.25法"
6137,617,（だいこん類）　漬物　ぬかみそ漬,0,29,87.1,1.3,0.1,6.7,1.8,1500.0,480.0,44.0,40.0,44.0,0.3,0.1,0.02,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.33,0.04,2.9,0.22,0.0,98.0,0.43,0.0,15.0,3.8,"根、皮つき
水洗いし、水切りしたもの"
6138,618,（だいこん類）　漬物　たくあん漬　塩押しだいこん漬,0,43,85.0,0.6,0.3,10.8,2.3,1300.0,56.0,16.0,5.0,12.0,0.2,0.1,0.03,0.06,2.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.2,0.01,0.0,10.0,0.03,0.2,40.0,3.3,"別名： 新漬たくあん、早漬たくあん
ビタミンC： 酸化防止用として添加
硝酸イオン： Tr"
6139,619,（だいこん類）　漬物　たくあん漬　干しだいこん漬,0,23,88.8,1.9,0.1,5.5,3.7,970.0,500.0,76.0,80.0,150.0,1.0,0.8,0.05,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.03,1.9,0.22,0.0,47.0,0.66,0.0,12.0,2.5,"別名： 本たくあん
硝酸イオン： Tr"
6140,620,（だいこん類）　漬物　守口漬,0,194,46.2,5.3,0.2,44.3,3.3,1400.0,100.0,26.0,9.0,72.0,0.7,0.8,0.12,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.17,1.6,0.32,0.0,45.0,0.19,0.0,0.0,3.6,
6141,621,（だいこん類）　漬物　べったら漬,0,53,83.1,0.4,0.2,13.1,1.6,1100.0,190.0,15.0,6.0,24.0,0.2,0.1,0.02,0.03,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.1,0.0,12.0,0.0,0.07,0.0,49.0,2.8,"ビタミンC： 酸化防止用として添加
硝酸イオン：0.1 g"
6142,622,（だいこん類）　漬物　みそ漬,0,52,79.0,2.1,0.3,11.4,2.1,2800.0,80.0,18.0,12.0,42.0,0.3,0.2,0.03,0.13,1.0,1.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7,0.01,0.5,0.01,0.0,9.0,0.04,0.8,0.0,7.2,硝酸イオン：Tr
6143,623,（だいこん類）　漬物　福神漬,0,137,58.6,2.7,0.1,33.3,3.9,2000.0,100.0,36.0,13.0,29.0,1.3,0.1,0.05,0.15,5.0,3.0,2.0,12.0,0.0,0.0,100.0,0.0,100.0,8.0,0.0,0.1,0.0,0.0,0.0,7.0,0.02,0.1,0.5,0.0,0.0,3.0,0.0,1.1,0.0,5.1,"原材料： だいこん、なす、なたまめ、れんこん、しょうが等
市販品の調味液を除去したもの"
6144,624,（たいさい類）　つまみな　葉　生,0,19,92.3,1.9,0.3,3.6,2.3,22.0,450.0,210.0,30.0,55.0,3.3,0.4,0.07,0.22,0.0,0.0,0.0,0.0,0.0,0.0,1900.0,0.0,1900.0,160.0,0.0,1.4,0.1,0.1,0.0,270.0,0.06,0.14,1.7,0.1,0.0,65.0,0.33,0.0,47.0,0.1,"試料： 若採りせっぱくたいさい（雪白体菜）
硝酸イオン： 0.3 g"
6145,625,（たいさい類）　たいさい　葉　生,0,15,93.7,0.9,0.1,3.5,1.6,38.0,340.0,79.0,22.0,49.0,1.1,0.7,0.03,0.76,0.0,0.0,0.0,0.0,0.0,0.0,1500.0,17.0,1500.0,130.0,0.0,0.9,0.0,0.0,0.0,110.0,0.07,0.07,0.8,0.08,0.0,120.0,0.14,0.0,45.0,0.1,"別名： しゃくしな
硝酸イオン： 0.6 g"
6146,626,（たいさい類）　たいさい　塩漬,0,19,90.9,1.6,0.1,4.3,2.5,700.0,330.0,78.0,22.0,45.0,1.3,1.0,0.05,0.73,0.0,0.0,0.0,0.0,0.0,0.0,2100.0,29.0,2100.0,180.0,0.0,1.1,0.0,0.0,0.0,140.0,0.03,0.07,1.1,0.1,0.0,120.0,0.19,0.0,41.0,1.8,"別名： しゃくしな
水洗いし、手搾りしたもの"
6147,627,たかな　葉　生,8,21,92.7,1.8,0.2,4.2,2.5,43.0,300.0,87.0,16.0,35.0,1.7,0.3,0.04,0.24,2.0,0.0,4.0,4.0,0.0,0.0,2300.0,0.0,2300.0,190.0,0.0,0.8,0.0,0.1,0.0,120.0,0.06,0.1,0.9,0.16,0.0,180.0,0.27,2.1,69.0,0.1,"廃棄部位： 株元
硝酸イオン： 0.2 g"
6148,628,たかな　たかな漬,0,30,87.2,1.9,0.6,6.2,4.0,1600.0,110.0,51.0,13.0,24.0,1.5,0.2,0.06,0.09,1.0,0.0,2.0,16.0,0.0,5.0,2400.0,52.0,2400.0,200.0,0.0,1.6,0.0,0.1,0.0,300.0,0.01,0.03,0.8,0.03,0.1,23.0,0.08,0.6,0.0,4.0,硝酸イオン：Tr
6149,629,たけのこ　若茎　生,50,27,90.8,3.6,0.2,4.3,2.8,0.0,520.0,16.0,13.0,62.0,0.4,1.3,0.13,0.68,4.0,1.0,0.0,2.0,0.0,0.0,11.0,0.0,11.0,1.0,0.0,0.7,0.0,0.3,0.0,2.0,0.05,0.11,1.2,0.13,0.0,63.0,0.63,0.8,10.0,0.0,"廃棄部位： 竹皮及び基部
廃棄率： はちく、まだけ等の小型の場合 60 %
硝酸イオン： Tr"
6150,630,たけのこ　若茎　ゆで,0,31,89.9,3.5,0.2,5.5,3.3,1.0,470.0,17.0,11.0,60.0,0.4,1.2,0.13,0.55,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,12.0,1.0,0.0,1.0,0.0,0.6,0.0,2.0,0.04,0.09,1.1,0.06,0.0,63.0,0.63,0.0,8.0,0.0,"竹皮及び基部を除いたもの
硝酸イオン： (Tr)"
6151,631,たけのこ　水煮缶詰,0,22,92.8,2.7,0.2,4.0,2.3,3.0,77.0,19.0,4.0,38.0,0.3,0.4,0.04,0.68,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8,0.0,1.0,0.01,0.04,0.5,0.02,0.0,36.0,0.1,0.8,0.0,0.0,"液汁を除いたもの
硝酸イオン： 0 g"
6152,632,たけのこ　めんま　塩蔵　塩抜き,0,15,93.9,1.0,0.5,3.6,3.5,360.0,6.0,18.0,3.0,11.0,0.2,0.0,0.02,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,1.0,0.0,0.0,0.0,0.9,"別名： しなちく
硝酸イオン： (Tr)"
6153,633,（たまねぎ類）　たまねぎ　りん茎　生,6,33,90.1,1.0,0.1,8.4,1.5,2.0,150.0,17.0,9.0,31.0,0.3,0.2,0.05,0.15,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.3,0.14,0.0,15.0,0.17,0.6,7.0,0.0,"廃棄部位： 皮（保護葉）、底盤部及び頭部
硝酸イオン：0ｇ"
6154,634,（たまねぎ類）　たまねぎ　りん茎　水さらし,0,24,93.0,0.6,0.1,6.1,1.5,4.0,88.0,18.0,7.0,20.0,0.2,0.1,0.04,0.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.2,0.09,0.0,11.0,0.14,0.0,5.0,0.0,"皮（保護葉）、底盤部及び頭部を除いたもの
硝酸イオン： Tr"
6155,635,（たまねぎ類）　たまねぎ　りん茎　ゆで,0,30,91.5,0.8,0.1,7.3,1.7,3.0,110.0,18.0,7.0,25.0,0.2,0.1,0.05,0.12,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.2,0.11,0.0,11.0,0.15,0.5,5.0,0.0,"皮（保護葉）、底盤部及び頭部を除いたもの
硝酸イオン： Tr"
6336,636,（たまねぎ類）　たまねぎ　りん茎　油いため,0,100,80.1,1.4,5.9,12.0,2.7,3.0,210.0,24.0,11.0,47.0,0.2,0.3,0.08,0.18,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.9,0.0,1.8,0.1,7.0,0.04,0.02,0.4,0.22,0.0,21.0,0.29,0.0,9.0,0.0,"皮（保護葉）、底盤部及び頭部を除いたもの
植物油（なたね油）
調理による脂質の増減：第1章表14参照
硝酸イオン： Tr"
6389,637,（たまねぎ類）　たまねぎ　りん茎　油いため　（あめ色たまねぎ）,0,208,54.7,3.2,6.8,34.1,0.0,7.0,490.0,47.0,28.0,98.0,0.9,0.5,0.13,0.44,4.0,0.0,0.0,4.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,4.5,0.0,6.3,0.1,0.0,0.12,0.03,1.0,0.45,0.0,33.0,0.62,2.0,0.0,0.0,"皮（保護葉）、底盤部及び頭部を除いたもの
植物油（なたね油）
調理による脂質の増減：第1章表14参照
硝酸イオン：0ｇ"
6156,638,（たまねぎ類）　赤たまねぎ　りん茎　生,8,34,89.6,0.9,0.1,9.0,1.7,2.0,150.0,19.0,9.0,34.0,0.3,0.2,0.04,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.03,0.02,0.3,0.13,0.0,23.0,0.15,0.0,7.0,0.0,"別名： レッドオニオン、紫たまねぎ
廃棄部位： 皮（保護葉）、底盤部及び頭部
硝酸イオン： Tr"
6337,639,（たまねぎ類）　葉たまねぎ　りん茎及び葉　生,1,33,89.5,1.8,0.4,7.6,3.0,3.0,290.0,67.0,14.0,45.0,0.6,0.3,0.03,0.35,0.0,0.0,0.0,0.0,0.0,2.0,1500.0,17.0,1500.0,120.0,0.0,1.1,0.0,0.3,0.0,92.0,0.06,0.11,0.9,0.16,0.0,120.0,0.13,0.0,32.0,0.0,"廃棄部位： 底盤部
硝酸イオン： 0 g"
6157,640,たらのめ　若芽　生,30,27,90.2,4.2,0.2,4.3,4.2,1.0,460.0,16.0,33.0,120.0,0.9,0.8,0.35,0.47,0.0,1.0,0.0,1.0,0.0,0.0,570.0,0.0,570.0,48.0,0.0,2.4,0.1,1.6,0.2,99.0,0.15,0.2,3.2,0.22,0.0,160.0,0.53,6.7,7.0,0.0,"廃棄部位： 木質部及びりん片
硝酸イオン： 0 g"
6158,641,たらのめ　若芽　ゆで,0,27,90.8,4.0,0.2,4.1,3.6,1.0,260.0,19.0,28.0,92.0,0.9,0.7,0.3,0.44,0.0,0.0,0.0,0.0,0.0,0.0,600.0,6.0,600.0,50.0,0.0,2.0,0.1,1.2,0.1,97.0,0.07,0.11,2.0,0.11,0.0,83.0,0.23,0.0,3.0,0.0,"木質部及びりん片を除いたもの
ゆでた後水冷し、手搾りしたもの
硝酸イオン： 0 g"
6159,642,チコリ　若芽　生,15,17,94.7,1.0,0.0,3.9,1.1,3.0,170.0,24.0,9.0,25.0,0.2,0.2,0.05,0.07,1.0,0.0,1.0,1.0,0.0,0.0,11.0,0.0,11.0,1.0,0.0,0.2,0.0,0.1,0.0,8.0,0.06,0.02,0.4,0.03,0.0,41.0,0.14,1.1,2.0,0.0,"別名： きくにがな、アンディーブ、チコリー
廃棄部位： 株元及びしん
硝酸イオン： Tr"
6376,643,ちぢみゆきな　葉　生,15,35,88.1,3.6,0.6,5.7,3.9,18.0,570.0,180.0,30.0,88.0,3.0,0.9,0.09,0.41,0.0,0.0,0.0,0.0,0.0,12.0,4200.0,28.0,4300.0,350.0,0.0,0.0,0.0,0.0,0.0,390.0,0.09,0.21,2.9,0.0,0.0,180.0,0.29,0.0,69.0,0.0,"廃棄部位： 株元
硝酸イオン： 0.2 g"
6377,644,ちぢみゆきな　葉　ゆで,15,34,89.1,3.8,0.7,5.2,4.3,15.0,320.0,130.0,21.0,82.0,1.4,0.7,0.09,0.32,0.0,0.0,0.0,0.0,0.0,14.0,5900.0,40.0,5900.0,500.0,0.0,0.0,0.0,0.0,0.0,500.0,0.06,0.12,2.1,0.0,0.0,120.0,0.27,0.0,39.0,0.0,"廃棄部位： 株元
ゆでた後水冷し、手搾りしたもの
硝酸イオン： 0.2 g"
6160,645,チンゲンサイ　葉　生,15,9,96.0,0.6,0.1,2.0,1.2,32.0,260.0,100.0,16.0,27.0,1.1,0.3,0.07,0.12,0.0,1.0,1.0,7.0,0.0,0.0,2000.0,3.0,2000.0,170.0,0.0,0.7,0.0,0.0,0.0,84.0,0.03,0.07,0.6,0.08,0.0,66.0,0.17,1.3,24.0,0.1,"廃棄部位： しん
硝酸イオン： 0.5 g"
6161,646,チンゲンサイ　葉　ゆで,20,11,95.3,0.9,0.1,2.4,1.5,28.0,250.0,120.0,17.0,27.0,0.7,0.2,0.06,0.17,0.0,0.0,0.0,0.0,0.0,0.0,2600.0,0.0,2600.0,220.0,0.0,0.9,0.0,0.0,0.0,120.0,0.03,0.05,0.7,0.04,0.0,53.0,0.12,0.0,15.0,0.1,"廃棄部位： しん
ゆでた後水冷し、手搾りしたもの
硝酸イオン： 0.5 g"
6338,647,チンゲンサイ　葉　油いため,0,36,92.6,0.8,3.2,2.2,1.4,31.0,230.0,92.0,16.0,27.0,0.9,0.3,0.07,0.12,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,5.0,3000.0,250.0,0.0,1.4,0.0,1.0,0.0,110.0,0.03,0.06,0.6,0.05,0.0,62.0,0.12,0.0,21.0,0.1,"しんを除いたもの
植物油（なたね油）
調理による脂質の増減：第1章表14参照
硝酸イオン： 0.5 g"
6162,648,つくし　胞子茎　生,15,31,86.9,3.5,0.1,8.1,8.1,6.0,640.0,50.0,33.0,94.0,2.1,1.1,0.22,0.22,0.0,0.0,0.0,0.0,0.0,53.0,1000.0,49.0,1100.0,88.0,0.0,4.9,0.0,0.0,0.1,19.0,0.07,0.14,2.8,0.35,0.0,110.0,0.9,0.0,33.0,0.0,廃棄部位： 基部及びはかま（葉鞘）
